# Filename: seaLevelHeight_Halifax_en.dat
# Creation date: 2020-12-09 19:04:46
# Contact: Chantelle Layton <Chantelle.Layton@dfo-mpo.gc.ca>
# Description: 
# Station name: Halifax
# Station ID: 490
# Longitude: -63.583333
# Latitude: 44.666667
# Slope: 33.2 cm/century
time,elevation,elevationResidual
1920-01-16 14:00:00,0.8, 0.03220
1920-02-15 11:30:00,0.8, 0.00056
1920-03-16 11:30:00,0.7,-0.06217
1920-04-15 23:30:00,0.9, 0.09661
1920-05-16 11:30:00,0.7,-0.04510
1920-06-15 23:30:00,0.8,-0.01058
1920-07-16 11:30:00,0.7,-0.08135
1920-08-16 11:30:00,0.7,-0.07530
1920-09-15 23:30:00,0.8, 0.01762
1920-10-16 11:30:00,0.9, 0.06017
1920-11-15 23:30:00,0.8, 0.03871
1920-12-16 11:30:00,0.9, 0.10260
1921-01-16 11:30:00,0.8, 0.02968
1921-02-14 23:30:00,0.8, 0.00830
1921-03-16 11:30:00,0.7,-0.10970
1921-04-15 23:30:00,0.7,-0.06744
1921-05-16 11:30:00,0.8,-0.01992
1921-06-15 23:30:00,0.8,-0.03050
1921-07-16 11:30:00,0.7,-0.06292
1921-08-16 11:30:00,0.7,-0.07562
1921-09-15 23:30:00,0.8,-0.04408
1921-10-16 11:30:00,0.8, 0.01129
1921-11-15 23:30:00,0.9, 0.05529
1921-12-16 11:30:00,0.9, 0.07305
1922-01-16 11:30:00,0.8,-0.02195
1922-02-14 23:30:00,0.8,-0.03295
1922-03-16 11:30:00,0.8,-0.02847
1922-04-15 23:30:00,0.8,-0.02423
1922-05-16 11:30:00,0.7,-0.07850
1922-06-15 23:30:00,0.7,-0.08280
1922-07-16 11:30:00,0.7,-0.09460
1922-08-16 11:30:00,0.7,-0.08090
1922-09-15 23:30:00,0.7,-0.07154
1922-10-16 11:30:00,0.8, 0.03430
1922-11-15 23:30:00,0.9, 0.11189
1922-12-16 11:30:00,0.9, 0.05886
1923-01-16 11:30:00,0.9, 0.06142
1923-02-14 23:30:00,0.8, 0.00106
1923-03-16 11:30:00,0.8,-0.01952
1923-04-15 23:30:00,0.8,-0.01802
1923-05-16 11:30:00,0.7,-0.05420
1923-06-15 23:30:00,0.8, 0.01769
1923-07-16 11:30:00,0.7,-0.05221
1923-08-16 11:30:00,0.8,-0.03690
1923-09-15 23:30:00,0.8,-0.00876
1923-10-16 11:30:00,0.8, 0.00967
1923-11-15 23:30:00,0.8, 0.03877
1923-12-16 11:30:00,0.8, 0.01843
1924-01-16 11:30:00,0.8,-0.01771
1924-02-15 11:30:00,0.9, 0.04838
1924-03-16 11:30:00,0.9, 0.13259
1924-04-15 23:30:00,0.8,-0.00004
1924-05-16 11:30:00,0.8,-0.02875
1924-06-15 23:30:00,0.8,-0.00992
1924-07-16 11:30:00,0.8,-0.04044
1924-08-16 11:30:00,0.8, 0.01428
1924-09-15 23:30:00,0.8,-0.01593
1924-10-16 11:30:00,0.9, 0.07633
1924-11-15 23:30:00,0.8, 0.03917
1924-12-16 11:30:00,0.8, 0.01671
1925-01-16 11:30:00,0.8, 0.01407
1925-02-14 23:30:00,0.7,-0.08929
1925-03-16 11:30:00,0.7,-0.14062
1925-04-15 23:30:00,0.8,-0.04254
1925-05-16 11:30:00,0.8,-0.04715
1925-06-15 23:30:00,0.8,-0.03982
1925-07-16 11:30:00,0.7,-0.06237
1925-08-16 11:30:00,0.8,-0.03492
1925-09-15 23:30:00,0.8,-0.00146
1925-10-16 11:30:00,0.9, 0.05505
1925-11-15 23:30:00,0.8, 0.02240
1925-12-16 11:30:00,0.8, 0.03260
1926-01-16 11:30:00,0.8,-0.01682
1926-02-14 23:30:00,0.9, 0.07389
1926-03-16 11:30:00,0.7,-0.06050
1926-04-15 23:30:00,0.8,-0.02529
1926-05-16 11:30:00,0.8,-0.03042
1926-06-15 23:30:00,0.7,-0.06748
1926-07-16 11:30:00,0.7,-0.06337
1926-08-16 11:30:00,0.8,-0.02642
1926-09-15 23:30:00,0.8,-0.04258
1926-10-16 11:30:00,0.8, 0.02451
1926-11-15 23:30:00,0.8,-0.05734
1926-12-16 11:30:00,0.9, 0.07976
1927-01-16 11:30:00,0.8,-0.03113
1927-02-14 23:30:00,0.8, 0.02833
1927-03-16 11:30:00,0.8,-0.01752
1927-04-15 23:30:00,0.8,-0.02315
1927-05-16 11:30:00,0.8,-0.02536
1927-06-15 23:30:00,0.8,-0.01333
1927-07-16 11:30:00,0.7,-0.07950
1927-08-16 11:30:00,0.8,-0.04844
1927-09-15 23:30:00,0.8, 0.00292
1927-10-16 11:30:00,0.8, 0.03646
1927-11-15 23:30:00,0.8, 0.02359
1927-12-16 11:30:00,1.0, 0.14943
1928-01-16 11:30:00,0.8, 0.00551
1928-02-15 11:30:00,0.8,-0.04828
1928-03-16 11:30:00,0.8,-0.00021
1928-04-15 23:30:00,0.8,-0.06435
1928-05-16 11:30:00,0.8,-0.04270
1928-06-15 23:30:00,0.8,-0.02213
1928-07-16 11:30:00,0.8,-0.04293
1928-08-16 11:30:00,0.8,-0.02116
1928-09-15 23:30:00,0.8,-0.01053
1928-10-16 11:30:00,0.8,-0.00906
1928-11-15 23:30:00,0.8,-0.02804
1928-12-16 11:30:00,0.8,-0.06503
1929-01-16 11:30:00,0.8, 0.00567
1929-02-14 23:30:00,0.8, 0.00022
1929-03-16 11:30:00,0.8, 0.02332
1929-04-15 23:30:00,0.8, 0.01847
1929-05-16 11:30:00,0.7,-0.08915
1929-06-15 23:30:00,0.8,-0.01460
1929-07-16 11:30:00,0.7,-0.08084
1929-08-16 11:30:00,0.8,-0.06061
1929-09-15 23:30:00,0.7,-0.07353
1929-10-16 11:30:00,0.7,-0.07931
1929-11-15 23:30:00,0.8, 0.00837
1929-12-16 02:00:00,0.8, 0.00392
1930-01-16 13:30:00,0.7,-0.07198
1930-02-14 23:30:00,0.8,-0.03670
1930-03-16 11:30:00,0.8,-0.02682
1930-04-15 23:30:00,0.7,-0.07828
1930-05-16 11:30:00,0.8,-0.05016
1930-06-15 23:30:00,0.7,-0.10637
1930-07-16 11:30:00,0.8,-0.05831
1930-08-16 11:30:00,0.8,-0.06054
1930-09-15 23:30:00,0.8,-0.01753
1930-10-16 11:30:00,0.9, 0.08667
1930-11-15 23:30:00,0.8,-0.07254
1930-12-16 11:30:00,0.8, 0.00990
1931-01-16 11:30:00,0.9, 0.06240
1931-02-14 23:30:00,0.8, 0.01237
1931-03-16 11:30:00,0.9, 0.07663
1931-04-15 23:30:00,0.8,-0.06429
1931-05-16 11:30:00,0.7,-0.08757
1931-06-15 23:30:00,0.8, 0.01163
1931-07-16 11:30:00,0.8,-0.03132
1931-08-16 11:30:00,0.8, 0.01302
1931-09-15 23:30:00,0.8, 0.02411
1931-10-16 11:30:00,0.9, 0.05306
1931-11-15 23:30:00,0.8,-0.05254
1931-12-16 11:30:00,0.9, 0.05686
1932-01-16 11:30:00,0.9, 0.02877
1932-02-15 11:30:00,0.9, 0.08354
1932-03-16 11:30:00,0.9, 0.08763
1932-04-15 23:30:00,0.8,-0.01489
1932-05-16 11:30:00,0.8,-0.07705
1932-06-15 23:30:00,0.8,-0.01356
1932-07-16 11:30:00,0.8,-0.00132
1932-08-16 11:30:00,0.8,-0.04484
1932-09-15 23:30:00,0.9, 0.04732
1932-10-16 11:30:00,0.8,-0.05854
1932-11-15 23:30:00,0.8, 0.01712
1932-12-16 11:30:00,0.9, 0.02758
1933-01-16 11:30:00,0.9, 0.07331
1933-02-14 23:30:00,0.9, 0.02138
1933-03-16 11:30:00,0.9, 0.05046
1933-04-15 23:30:00,0.8,-0.03450
1933-05-16 11:30:00,0.8,-0.01215
1933-06-15 23:30:00,0.8, 0.00751
1933-07-16 11:30:00,0.8,-0.04689
1933-08-16 11:30:00,0.8,-0.03649
1933-09-15 23:30:00,0.8,-0.02174
1933-10-16 11:30:00,0.8,-0.01859
1933-11-15 23:30:00,0.9, 0.05333
1933-12-16 11:30:00,0.9, 0.03879
1934-01-16 11:30:00,0.8,-0.00211
1934-02-14 23:30:00,0.8,-0.07128
1934-03-16 11:30:00,0.7,-0.14363
1934-04-15 23:30:00,0.8,-0.07137
1934-05-16 11:30:00,0.7,-0.09420
1934-06-15 23:30:00,0.8,-0.00378
1934-07-16 11:30:00,0.8,-0.01279
1934-08-16 11:30:00,0.8,-0.06081
1934-09-15 23:30:00,0.8,-0.05113
1934-10-16 11:30:00,0.9, 0.03762
1934-11-15 23:30:00,0.8,-0.04433
1934-12-16 11:30:00,0.9, 0.10124
1935-01-16 11:30:00,0.9, 0.05517
1935-02-14 23:30:00,0.8,-0.05062
1935-03-16 11:30:00,0.8, 0.00416
1935-04-15 23:30:00,0.8,-0.00050
1935-05-16 11:30:00,0.8,-0.01123
1935-06-15 23:30:00,0.8,-0.02016
1935-07-16 11:30:00,0.8,-0.08273
1935-08-16 11:30:00,0.8,-0.04022
1935-09-15 23:30:00,0.8,-0.02960
1935-10-16 11:30:00,0.8,-0.00943
1935-11-15 23:30:00,0.9, 0.05674
1935-12-16 11:30:00,1.0, 0.12429
1936-01-16 11:30:00,0.9, 0.08610
1936-02-15 11:30:00,0.9, 0.03567
1936-03-16 11:30:00,0.8,-0.04304
1936-04-15 23:30:00,0.8,-0.02874
1936-05-16 11:30:00,0.8,-0.05428
1936-06-15 23:30:00,0.8,-0.03831
1936-07-16 11:30:00,0.8, 0.00727
1936-08-16 11:30:00,0.8,-0.04724
1936-09-15 23:30:00,0.8,-0.02057
1936-10-16 11:30:00,0.8,-0.00551
1936-11-15 23:30:00,0.9, 0.01572
1936-12-16 11:30:00,0.8,-0.05846
1937-01-16 11:30:00,0.8,-0.04063
1937-02-14 23:30:00,0.9, 0.08163
1937-03-16 11:30:00,0.8,-0.00408
1937-04-15 23:30:00,0.8,-0.02702
1937-05-16 11:30:00,0.8,-0.04347
1937-06-15 23:30:00,0.8,-0.04090
1937-07-16 11:30:00,0.8,-0.02545
1937-08-16 11:30:00,0.8,-0.08886
1937-09-15 23:30:00,0.8,-0.04384
1937-10-16 11:30:00,0.8,-0.00912
1937-11-15 23:30:00,0.9, 0.03754
1937-12-16 11:30:00,0.9, 0.01546
1938-01-16 11:30:00,0.9, 0.05399
1938-02-14 23:30:00,0.9, 0.01133
1938-03-16 11:30:00,0.9, 0.01289
1938-04-15 23:30:00,0.8,-0.06074
1938-05-16 11:30:00,0.8,-0.01925
1938-06-15 23:30:00,0.8,-0.05294
1938-07-16 11:30:00,0.8,-0.08772
1938-08-16 11:30:00,0.8,-0.02862
1938-09-15 23:30:00,0.8,-0.05345
1938-10-16 11:30:00,0.9, 0.00998
1938-11-15 23:30:00,0.9, 0.00896
1938-12-16 11:30:00,0.9, 0.01813
1939-01-16 11:30:00,0.9, 0.03213
1939-02-14 23:30:00,0.8,-0.02054
1939-03-16 11:30:00,0.8,-0.03400
1939-04-15 23:30:00,0.8,-0.01965
1939-05-16 11:30:00,0.8,-0.04425
1939-06-15 23:30:00,0.8,-0.02139
1939-07-16 11:30:00,0.8,-0.03007
1939-08-16 11:30:00,0.8,-0.02883
1939-09-15 23:30:00,0.9, 0.01001
1939-10-16 11:30:00,0.9, 0.01519
1939-11-15 23:30:00,0.9, 0.02442
1939-12-16 02:00:00,1.0, 0.10032
1940-01-16 13:30:00,0.9, 0.06763
1940-02-15 11:30:00,1.0, 0.11365
1940-03-16 11:30:00,0.9, 0.01817
1940-04-15 23:30:00,0.8,-0.02488
1940-05-16 11:30:00,0.8,-0.01144
1940-06-15 23:30:00,0.9, 0.00252
1940-07-16 11:30:00,0.8,-0.06054
1940-08-16 11:30:00,0.8,-0.06321
1940-09-15 23:30:00,0.8,-0.02899
1940-10-16 11:30:00,0.9, 0.01560
1940-11-15 23:30:00,0.9, 0.00554
1940-12-16 11:30:00,0.9, 0.03947
1941-01-16 11:30:00,0.9, 0.08129
1941-02-14 23:30:00,0.9, 0.05605
1941-03-16 11:30:00,0.9, 0.01670
1941-04-15 23:30:00,0.8,-0.01100
1941-05-16 11:30:00,0.9, 0.01206
1941-06-15 23:30:00,0.9, 0.03055
1941-07-16 11:30:00,0.8,-0.02172
1941-08-16 11:30:00,0.9, 0.01972
1941-09-15 23:30:00,0.9, 0.03116
1941-10-16 11:30:00,0.9, 0.04519
1941-11-15 23:30:00,0.9, 0.01358
1941-12-16 11:30:00,0.9, 0.06612
1942-01-16 11:30:00,0.9, 0.01366
1942-02-14 23:30:00,1.0, 0.11869
1942-03-16 11:30:00,0.9, 0.05288
1942-04-15 23:30:00,0.9, 0.03257
1942-05-16 11:30:00,0.8,-0.04546
1942-06-15 23:30:00,0.9, 0.01783
1942-07-16 11:30:00,0.8,-0.02743
1942-08-16 11:30:00,0.8,-0.02800
1942-09-15 23:30:00,0.9, 0.01455
1942-10-16 11:30:00,0.9, 0.01051
1942-11-15 23:30:00,0.9, 0.04090
1942-12-16 11:30:00,1.0, 0.09325
1943-01-16 11:30:00,0.9, 0.01494
1943-02-14 23:30:00,0.9, 0.00740
1943-03-16 11:30:00,0.8,-0.08702
1943-04-15 23:30:00,0.8,-0.02549
1943-05-16 11:30:00,0.8,-0.07619
1943-06-15 23:30:00,0.9, 0.00686
1943-07-16 11:30:00,0.8,-0.03382
1943-08-16 11:30:00,0.9,-0.00273
1943-09-15 23:30:00,0.9,-0.00744
1943-10-16 11:30:00,0.9, 0.08023
1943-11-15 23:30:00,0.9, 0.06000
1943-12-16 11:30:00,0.9, 0.03805
1944-01-16 11:30:00,0.9, 0.02138
1944-02-15 11:30:00,0.9, 0.03339
1944-03-16 11:30:00,0.9,-0.00937
1944-04-15 23:30:00,0.9, 0.00848
1944-05-16 11:30:00,0.8,-0.09792
1944-06-15 23:30:00,0.9,-0.00988
1944-07-16 11:30:00,0.9, 0.00015
1944-08-16 11:30:00,0.9, 0.00084
1944-09-15 23:30:00,0.8,-0.03374
1944-10-16 11:30:00,0.9, 0.03964
1944-11-15 23:30:00,1.0, 0.17631
1944-12-16 11:30:00,0.9, 0.03382
1945-01-16 11:30:00,0.9, 0.06584
1945-02-14 23:30:00,0.9, 0.03587
1945-03-16 11:30:00,0.9, 0.04314
1945-04-15 23:30:00,0.9, 0.00883
1945-05-16 11:30:00,0.9, 0.01906
1945-06-15 23:30:00,0.9, 0.00486
1945-07-16 11:30:00,0.8,-0.03699
1945-08-16 11:30:00,0.8,-0.02500
1945-09-15 23:30:00,0.8,-0.07513
1945-10-16 11:30:00,0.9, 0.03063
1945-11-15 23:30:00,1.0, 0.10465
1945-12-16 11:30:00,1.0, 0.12769
1946-01-16 11:30:00,0.9, 0.02614
1946-02-14 23:30:00,0.9, 0.06505
1946-03-16 11:30:00,0.9,-0.00363
1946-04-15 23:30:00,0.9, 0.04922
1946-05-16 11:30:00,0.8,-0.03839
1946-06-15 23:30:00,0.8,-0.03475
1946-07-16 11:30:00,0.8,-0.05412
1946-08-16 11:30:00,0.9,-0.01879
1946-09-15 23:30:00,0.8,-0.03361
1946-10-16 11:30:00,0.9, 0.04073
1946-11-15 23:30:00,1.0, 0.08504
1946-12-16 11:30:00,0.9, 0.06121
1947-01-16 11:30:00,0.9, 0.05880
1947-02-14 23:30:00,1.0, 0.16233
1947-03-16 11:30:00,1.0, 0.12921
1947-04-15 23:30:00,0.9,-0.00343
1947-05-16 11:30:00,0.9,-0.00224
1947-06-15 23:30:00,0.9, 0.01983
1947-07-16 11:30:00,0.9,-0.02040
1947-08-16 11:30:00,0.8,-0.02743
1947-09-15 23:30:00,0.9,-0.00785
1947-10-16 11:30:00,0.9, 0.03866
1947-11-15 23:30:00,1.1, 0.21496
1947-12-16 11:30:00,1.0, 0.12700
1948-01-16 11:30:00,1.0, 0.07598
1948-02-15 11:30:00,0.9, 0.04080
1948-03-16 11:30:00,0.9, 0.02466
1948-04-15 23:30:00,0.9,-0.01492
1948-05-16 11:30:00,0.9,-0.00635
1948-06-15 23:30:00,0.9, 0.03601
1948-07-16 11:30:00,0.9, 0.03067
1948-08-16 11:30:00,0.9,-0.01127
1948-09-15 23:30:00,0.9, 0.02960
1948-10-16 11:30:00,0.9, 0.06579
1948-11-15 23:30:00,0.9, 0.02684
1948-12-16 11:30:00,1.0, 0.10521
1949-01-16 11:30:00,0.9, 0.00528
1949-02-14 23:30:00,0.9, 0.02674
1949-03-16 11:30:00,0.8,-0.03357
1949-04-15 23:30:00,0.9,-0.00485
1949-05-16 11:30:00,0.9,-0.03149
1949-06-15 23:30:00,0.8,-0.07723
1949-07-16 11:30:00,0.9,-0.02773
1949-08-16 11:30:00,0.9,-0.00746
1949-09-15 23:30:00,0.9,-0.00876
1949-10-16 11:30:00,0.9,-0.00654
1949-11-15 23:30:00,0.9, 0.06672
1949-12-16 02:00:00,0.8,-0.06480
1950-01-16 13:30:00,0.9,-0.00688
1950-02-14 23:30:00,0.9, 0.02162
1950-03-16 11:30:00,0.9,-0.02980
1950-04-15 23:30:00,0.9,-0.02372
1950-05-16 11:30:00,0.8,-0.07775
1950-06-15 23:30:00,0.8,-0.07118
1950-07-16 11:30:00,0.8,-0.06592
1950-08-16 11:30:00,0.8,-0.04551
1950-09-15 23:30:00,0.9, 0.00393
1950-10-16 11:30:00,0.9,-0.00661
1950-11-15 23:30:00,0.9, 0.05657
1950-12-16 11:30:00,0.9, 0.03030
1951-01-16 11:30:00,0.9, 0.03921
1951-02-14 23:30:00,0.9,-0.01892
1951-03-16 11:30:00,0.9, 0.05481
1951-04-15 23:30:00,0.9, 0.02068
1951-05-16 11:30:00,0.9, 0.03535
1951-06-15 23:30:00,0.9, 0.03100
1951-07-16 11:30:00,0.9,-0.01194
1951-08-16 11:30:00,0.9, 0.02306
1951-09-15 23:30:00,0.9, 0.00483
1951-10-16 11:30:00,0.9, 0.05416
1951-11-15 23:30:00,1.0, 0.07954
1951-12-16 11:30:00,1.0, 0.06657
1952-01-16 11:30:00,1.0, 0.07091
1952-02-15 11:30:00,1.0, 0.13528
1952-03-16 11:30:00,0.9, 0.05266
1952-04-15 23:30:00,0.9,-0.01712
1952-05-16 11:30:00,1.0, 0.08110
1952-06-15 23:30:00,0.9, 0.01876
1952-07-16 11:30:00,0.8,-0.04538
1952-08-16 11:30:00,0.9,-0.03940
1952-09-15 23:30:00,0.9,-0.00240
1952-10-16 11:30:00,0.9, 0.00746
1952-11-15 23:30:00,1.0, 0.07101
1952-12-16 11:30:00,1.0, 0.09862
1953-01-16 11:30:00,1.0, 0.07008
1953-02-14 23:30:00,0.9, 0.03387
1953-03-16 11:30:00,0.9, 0.04457
1953-04-15 23:30:00,0.9, 0.03665
1953-05-16 11:30:00,0.9, 0.03106
1953-06-15 23:30:00,0.9, 0.00168
1953-07-16 11:30:00,0.9,-0.02866
1953-08-16 11:30:00,0.9,-0.00120
1953-09-15 23:30:00,0.9,-0.01462
1953-10-16 11:30:00,0.9, 0.03761
1953-11-15 23:30:00,0.9, 0.04395
1953-12-16 11:30:00,1.0, 0.07569
1954-01-16 11:30:00,1.0, 0.09594
1954-02-14 23:30:00,1.0, 0.05529
1954-03-16 11:30:00,0.9, 0.03824
1954-04-15 23:30:00,0.8,-0.06488
1954-05-16 11:30:00,0.9, 0.01928
1954-06-15 23:30:00,0.9, 0.02741
1954-07-16 11:30:00,0.9,-0.00645
1954-08-16 11:30:00,0.9, 0.00468
1954-09-15 23:30:00,0.9, 0.01348
1954-10-16 11:30:00,0.9, 0.04050
1954-11-15 23:30:00,0.9, 0.02343
1954-12-16 11:30:00,0.9, 0.03258
1955-01-16 11:30:00,1.1, 0.18880
1955-02-14 23:30:00,0.9, 0.02818
1955-03-16 11:30:00,0.9, 0.04318
1955-04-15 23:30:00,0.9, 0.04172
1955-05-16 11:30:00,0.9,-0.00459
1955-06-15 23:30:00,0.9, 0.02244
1955-07-16 11:30:00,0.9,-0.02196
1955-08-16 11:30:00,0.9,-0.00048
1955-09-15 23:30:00,0.9,-0.04829
1955-10-16 11:30:00,0.9, 0.03022
1955-11-15 23:30:00,1.0, 0.11451
1955-12-16 11:30:00,1.0, 0.04866
1956-01-16 11:30:00,1.0, 0.12146
1956-02-15 11:30:00,0.9, 0.00896
1956-03-16 11:30:00,0.9, 0.02462
1956-04-15 23:30:00,0.9, 0.00471
1956-05-16 11:30:00,0.9,-0.05316
1956-06-15 23:30:00,0.9,-0.03452
1956-07-16 11:30:00,0.9,-0.01833
1956-08-16 11:30:00,0.9, 0.02710
1956-09-15 23:30:00,0.9,-0.01684
1956-10-16 11:30:00,0.9,-0.01729
1956-11-15 23:30:00,0.9, 0.02598
1956-12-16 11:30:00,0.9, 0.00964
1957-01-16 11:30:00,0.9,-0.03196
1957-02-14 23:30:00,0.9,-0.00481
1957-03-16 11:30:00,1.0, 0.05515
1957-04-15 23:30:00,0.9,-0.02585
1957-05-16 11:30:00,0.9, 0.00877
1957-06-15 23:30:00,0.9,-0.03949
1957-07-16 11:30:00,0.9,-0.01749
1957-08-16 11:30:00,0.9,-0.04977
1957-09-15 23:30:00,0.9,-0.03326
1957-10-16 11:30:00,0.9, 0.02793
1957-11-15 23:30:00,0.9, 0.01092
1957-12-16 11:30:00,0.9,-0.01448
1958-01-16 11:30:00,1.0, 0.11746
1958-02-14 23:30:00,1.1, 0.14851
1958-03-16 11:30:00,1.1, 0.17512
1958-04-15 23:30:00,1.0, 0.04323
1958-05-16 11:30:00,0.8,-0.07115
1958-06-15 23:30:00,0.9,-0.01049
1958-07-16 11:30:00,0.9,-0.00944
1958-08-16 11:30:00,0.9,-0.03945
1958-09-15 23:30:00,0.9, 0.01736
1958-10-16 11:30:00,0.9, 0.03792
1958-11-15 23:30:00,1.0, 0.04248
1958-12-16 11:30:00,1.0, 0.04045
1959-01-16 11:30:00,1.0, 0.08845
1959-02-14 23:30:00,0.9,-0.00794
1959-03-16 11:30:00,0.9, 0.03384
1959-04-15 23:30:00,0.9,-0.02852
1959-05-16 11:30:00,0.8,-0.07912
1959-06-15 23:30:00,0.9,-0.03136
1959-07-16 11:30:00,0.8,-0.08283
1959-08-16 11:30:00,0.9,-0.01083
1959-09-15 23:30:00,0.9,-0.02855
1959-10-16 11:30:00,0.9, 0.03457
1959-11-15 23:30:00,0.9,-0.00602
1959-12-16 02:00:00,1.0, 0.03833
1960-01-16 13:30:00,1.0, 0.10368
1960-02-15 11:30:00,1.0, 0.11556
1960-03-16 11:30:00,1.0, 0.09147
1960-04-15 23:30:00,0.9, 0.01384
1960-05-16 11:30:00,0.9, 0.01456
1960-06-15 23:30:00,0.9,-0.00662
1960-07-16 11:30:00,0.9,-0.03867
1960-08-16 11:30:00,0.9,-0.02844
1960-09-15 23:30:00,0.9,-0.01384
1960-10-16 11:30:00,1.0, 0.04089
1960-11-15 23:30:00,0.9,-0.00093
1960-12-16 11:30:00,0.9,-0.00371
1961-01-16 11:30:00,1.0, 0.05767
1961-02-14 23:30:00,0.9, 0.01433
1961-03-16 11:30:00,1.0, 0.05706
1961-04-15 23:30:00,1.0, 0.07331
1961-05-16 11:30:00,0.9,-0.03925
1961-06-15 23:30:00,0.8,-0.09351
1961-07-16 11:30:00,0.9,-0.06289
1961-08-16 11:30:00,0.8,-0.07667
1961-09-15 23:30:00,0.9,-0.04781
1961-10-16 11:30:00,0.9, 0.02442
1961-11-15 23:30:00,1.0, 0.10435
1961-12-16 11:30:00,1.0, 0.09913
1962-01-16 11:30:00,0.9,-0.02411
1962-02-14 23:30:00,0.9, 0.00894
1962-03-16 11:30:00,1.0, 0.10971
1962-04-14 10:15:00,0.9,-0.05218
1962-05-16 11:30:00,0.9,-0.04024
1962-06-15 23:30:00,0.9,-0.00946
1962-07-16 11:30:00,0.9, 0.00529
1962-08-16 11:30:00,0.9,-0.04455
1962-09-15 11:08:35,0.9, 0.01813
1962-10-16 11:30:00,1.0, 0.05952
1962-11-15 23:30:00,1.0, 0.08230
1962-12-16 11:30:00,1.0, 0.07802
1963-01-16 11:30:00,1.0, 0.03133
1963-02-14 23:30:00,0.9,-0.02599
1963-03-16 11:30:00,0.9, 0.00836
1963-04-15 23:30:00,1.0, 0.07258
1963-05-16 11:30:00,0.8,-0.07765
1963-06-15 23:30:00,0.9,-0.02270
1963-07-16 11:30:00,0.9,-0.03948
1963-08-16 11:30:00,0.9,-0.02958
1963-09-15 23:30:00,0.9,-0.02513
1963-10-16 11:30:00,0.9, 0.01781
1963-11-15 23:30:00,1.0, 0.08825
1963-12-16 11:30:00,1.0, 0.06313
1964-01-16 11:30:00,1.0, 0.08595
1964-02-15 11:30:00,1.0, 0.08746
1964-03-16 11:30:00,1.0, 0.03405
1964-04-15 23:30:00,0.8,-0.11955
1964-05-16 11:30:00,0.9,-0.02868
1964-06-15 23:30:00,0.9,-0.02476
1964-07-16 11:30:00,0.9,-0.06508
1964-08-16 11:30:00,0.9,-0.03457
1964-09-15 23:30:00,0.9, 0.01792
1964-10-16 11:30:00,1.0, 0.04873
1964-11-15 23:30:00,1.0, 0.07882
1964-12-16 11:30:00,1.0, 0.03319
1965-01-16 11:30:00,1.0, 0.06690
1965-02-14 23:30:00,1.0, 0.03794
1965-03-16 11:30:00,0.9, 0.01387
1965-04-15 23:30:00,0.9, 0.01394
1965-05-16 11:30:00,0.9,-0.03107
1965-06-15 23:30:00,0.9,-0.01566
1965-07-16 11:30:00,0.9,-0.05533
1965-08-16 11:30:00,0.8,-0.08862
1965-09-15 23:30:00,0.9,-0.03594
1965-10-16 11:30:00,1.0, 0.04264
1965-11-15 23:30:00,1.0, 0.07041
1965-12-16 11:30:00,1.0, 0.03711
1966-01-16 11:30:00,1.1, 0.16008
1966-02-14 23:30:00,1.0, 0.05750
1966-03-16 11:30:00,0.9, 0.01494
1966-04-15 23:30:00,0.9,-0.01316
1966-05-16 11:30:00,0.9,-0.02445
1966-06-15 23:30:00,0.9,-0.04894
1966-07-16 11:30:00,0.9, 0.00505
1966-08-16 11:30:00,0.9,-0.01496
1966-09-15 23:30:00,1.0, 0.03383
1966-10-16 11:30:00,0.9,-0.02821
1966-11-15 23:30:00,0.9,-0.02919
1966-12-16 11:30:00,1.0, 0.03844
1967-01-16 11:30:00,1.0, 0.07174
1967-02-14 23:30:00,1.0, 0.03496
1967-03-16 11:30:00,0.9,-0.00741
1967-04-15 23:30:00,1.0, 0.02286
1967-05-16 11:30:00,0.9, 0.00372
1967-06-15 23:30:00,0.9,-0.02291
1967-07-16 11:30:00,0.9,-0.04423
1967-08-16 11:30:00,0.9,-0.06756
